Entity,Code,Year,renewable_share_of_electricity__pct
Luxembourg,LUX,2001,19.54023
Luxembourg,LUX,2002,5.357143
Luxembourg,LUX,2003,5.0179214
Luxembourg,LUX,2004,5.6379824
Luxembourg,LUX,2005,6.2686567
Luxembourg,LUX,2006,7.062147
Luxembourg,LUX,2007,8.15047
Luxembourg,LUX,2008,10.294118
Luxembourg,LUX,2009,8.571428
Luxembourg,LUX,2010,8.333334
Luxembourg,LUX,2011,9.090908
Luxembourg,LUX,2012,11.231884
Luxembourg,LUX,2013,19.565218
Luxembourg,LUX,2014,20.94241
Luxembourg,LUX,2015,32.089554
Luxembourg,LUX,2016,58.227848
Luxembourg,LUX,2017,66.66667
Luxembourg,LUX,2018,70.833336
Luxembourg,LUX,2019,74.76635
Luxembourg,LUX,2020,79.508194
Luxembourg,LUX,2021,80.4878
Luxembourg,LUX,2022,85.83333
Luxembourg,LUX,2023,89.20863
Luxembourg,LUX,2024,90.38461
Malta,MLT,1990,0.0
Malta,MLT,1991,0.0
Malta,MLT,1992,0.0
Malta,MLT,1993,0.0
Malta,MLT,1994,0.0
Malta,MLT,1995,0.0
Malta,MLT,1996,0.0
Malta,MLT,1997,0.0
Malta,MLT,1998,0.0
Malta,MLT,1999,0.0
Malta,MLT,2000,0.0
Malta,MLT,2001,0.0
Malta,MLT,2002,0.0
Malta,MLT,2003,0.0
Malta,MLT,2004,0.0
Malta,MLT,2005,0.0
Malta,MLT,2006,0.0
Malta,MLT,2007,0.0
Malta,MLT,2008,0.0
Malta,MLT,2009,0.0
Malta,MLT,2010,0.0
Malta,MLT,2011,0.0
Malta,MLT,2012,1.3043479
Malta,MLT,2013,1.7699115
Malta,MLT,2014,3.5555556
Malta,MLT,2015,7.692308
Malta,MLT,2016,16.27907
Malta,MLT,2017,10.303031
Malta,MLT,2018,10.152285
Malta,MLT,2019,10.144928
Malta,MLT,2020,11.627907
Malta,MLT,2021,12.162163
Malta,MLT,2022,13.043479
Malta,MLT,2023,13.617022
Malta,MLT,2024,16.74208
Moldova,MDA,2000,7.1559634
Moldova,MDA,2001,6.1538463
Moldova,MDA,2002,6.2056737
Moldova,MDA,2003,6.239168
Moldova,MDA,2004,6.0344825
Moldova,MDA,2005,6.0301514
Moldova,MDA,2006,6.0855265
Moldova,MDA,2007,5.962521
Moldova,MDA,2008,6.322795
Moldova,MDA,2009,5.654281
Moldova,MDA,2010,6.5466447
Moldova,MDA,2011,6.055363
Moldova,MDA,2012,4.6471605
Moldova,MDA,2013,6.873614
Moldova,MDA,2014,6.1452518
Moldova,MDA,2015,4.470199
Moldova,MDA,2016,4.102564
Moldova,MDA,2017,6.25
Moldova,MDA,2018,5.947955
Moldova,MDA,2019,6.5026364
Moldova,MDA,2020,5.825243
Moldova,MDA,2021,6.606607
Moldova,MDA,2022,9.5684805
Moldova,MDA,2023,12.079207
Moldova,MDA,2024,11.708254
Montenegro,MNE,2005,65.1568
Montenegro,MNE,2006,59.322033
Montenegro,MNE,2007,59.81308
Montenegro,MNE,2008,54.41696
Montenegro,MNE,2009,75.0
Montenegro,MNE,2010,68.40796
Montenegro,MNE,2011,45.28302
Montenegro,MNE,2012,51.92983
Montenegro,MNE,2013,63.451775
Montenegro,MNE,2014,55.205048
Montenegro,MNE,2015,49.666668
Montenegro,MNE,2016,58.598724
Montenegro,MNE,2017,45.16129
Montenegro,MNE,2018,59.210526
Montenegro,MNE,2019,56.26822
Montenegro,MNE,2020,52.212387
Montenegro,MNE,2021,61.80371
Montenegro,MNE,2022,53.172207
Montenegro,MNE,2023,61.137444
Montenegro,MNE,2024,60.27027
Netherlands,NLD,1985,0.7050417
Netherlands,NLD,1986,0.82923925
Netherlands,NLD,1987,1.029979
Netherlands,NLD,1988,1.2246245
Netherlands,NLD,1989,1.3136109
Netherlands,NLD,1990,1.1598303
Netherlands,NLD,1991,1.2701447
Netherlands,NLD,1992,1.3185655
Netherlands,NLD,1993,1.4496574
Netherlands,NLD,1994,1.6100178
Netherlands,NLD,1995,1.7673602
Netherlands,NLD,1996,2.1648626
Netherlands,NLD,1997,2.3619273
Netherlands,NLD,1998,2.5953686
Netherlands,NLD,1999,2.947393
Netherlands,NLD,2000,3.3727005
Netherlands,NLD,2001,3.5923593
Netherlands,NLD,2002,4.20541
Netherlands,NLD,2003,4.1478996
Netherlands,NLD,2004,5.3095574
Netherlands,NLD,2005,7.571298
Netherlands,NLD,2006,8.264972
Netherlands,NLD,2007,7.320602
Netherlands,NLD,2008,8.97279
Netherlands,NLD,2009,9.63952
Netherlands,NLD,2010,9.475021
Netherlands,NLD,2011,10.9375
Netherlands,NLD,2012,12.193214
Netherlands,NLD,2013,12.032618
Netherlands,NLD,2014,11.410381
Netherlands,NLD,2015,12.560785
Netherlands,NLD,2016,12.969462
Netherlands,NLD,2017,15.020682
Netherlands,NLD,2018,16.693192
Netherlands,NLD,2019,18.992086
Netherlands,NLD,2020,26.836668
Netherlands,NLD,2021,33.402317
Netherlands,NLD,2022,40.01169
Netherlands,NLD,2023,47.30148
Netherlands,NLD,2024,50.7686
North Macedonia,MKD,1990,8.521739
North Macedonia,MKD,1991,14.73137
North Macedonia,MKD,1992,14.003295
North Macedonia,MKD,1993,10.03861
North Macedonia,MKD,1994,11.616161
North Macedonia,MKD,1995,13.0505705
North Macedonia,MKD,1996,12.801206
North Macedonia,MKD,1997,13.372956
North Macedonia,MKD,1998,15.319149
North Macedonia,MKD,1999,20.26239
North Macedonia,MKD,2000,17.180616
North Macedonia,MKD,2001,9.89011
North Macedonia,MKD,2002,12.479474
North Macedonia,MKD,2003,20.356611
North Macedonia,MKD,2004,22.222223
North Macedonia,MKD,2005,21.46974
North Macedonia,MKD,2006,23.537802
North Macedonia,MKD,2007,15.538462
North Macedonia,MKD,2008,13.312202
North Macedonia,MKD,2009,18.6217
North Macedonia,MKD,2010,33.471073
North Macedonia,MKD,2011,21.153845
North Macedonia,MKD,2012,16.613417
North Macedonia,MKD,2013,26.108374
North Macedonia,MKD,2014,23.977694
North Macedonia,MKD,2015,35.929203
North Macedonia,MKD,2016,36.767315
North Macedonia,MKD,2017,23.035713
North Macedonia,MKD,2018,34.93761
North Macedonia,MKD,2019,22.82794
North Macedonia,MKD,2020,27.715355
North Macedonia,MKD,2021,29.83725
North Macedonia,MKD,2022,27.104378
North Macedonia,MKD,2023,32.27207
North Macedonia,MKD,2024,33.103447
Norway,NOR,1985,99.12482
Norway,NOR,1986,98.91349
Norway,NOR,1987,99.05163
Norway,NOR,1988,98.96836
Norway,NOR,1989,99.35569
Norway,NOR,1990,99.79441
Norway,NOR,1991,99.80101
Norway,NOR,1992,99.82068
Norway,NOR,1993,99.79954
Norway,NOR,1994,99.643875
Norway,NOR,1995,99.65644
Norway,NOR,1996,99.50329
Norway,NOR,1997,99.57466
Norway,NOR,1998,99.62206
Norway,NOR,1999,99.558426
Norway,NOR,2000,99.71232
Norway,NOR,2001,99.52193
Norway,NOR,2002,99.58537
Norway,NOR,2003,99.40002
Norway,NOR,2004,99.35513
Norway,NOR,2005,99.468124
Norway,NOR,2006,99.32355
Norway,NOR,2007,99.1404
Norway,NOR,2008,99.40506
Norway,NOR,2009,96.57174
Norway,NOR,2010,95.7934
Norway,NOR,2011,96.807755
Norway,NOR,2012,98.22821
Norway,NOR,2013,97.95704
Norway,NOR,2014,97.91312
Norway,NOR,2015,97.95106
Norway,NOR,2016,98.05444
Norway,NOR,2017,98.11829
Norway,NOR,2018,98.01974
Norway,NOR,2019,97.93768
Norway,NOR,2020,98.51607
Norway,NOR,2021,99.31903
Norway,NOR,2022,98.6453
Norway,NOR,2023,98.46935
Norway,NOR,2024,98.392265
Poland,POL,1985,1.6330947
Poland,POL,1986,1.3664162
Poland,POL,1987,1.2713172
Poland,POL,1988,1.3073299
Poland,POL,1989,1.1769234
Poland,POL,1990,1.1083837
Poland,POL,1991,1.130199
Poland,POL,1992,1.2396694
Poland,POL,1993,1.1762028
Poland,POL,1994,1.3354341
Poland,POL,1995,1.430135
Poland,POL,1996,1.4590268
Poland,POL,1997,1.5112815
Poland,POL,1998,1.7972579
Poland,POL,1999,1.6715479
Poland,POL,2000,1.6273223
Poland,POL,2001,1.9343166
Poland,POL,2002,1.943996
Poland,POL,2003,1.4999001
Poland,POL,2004,2.0978105
Poland,POL,2005,2.4792325
Poland,POL,2006,2.6695707
Poland,POL,2007,3.425435
Poland,POL,2008,4.2783175
Poland,POL,2009,5.7603073
Poland,POL,2010,6.940103
Poland,POL,2011,8.061645
Poland,POL,2012,10.453306
Poland,POL,2013,10.416412
Poland,POL,2014,12.535522
Poland,POL,2015,13.810103
Poland,POL,2016,13.740964
Poland,POL,2017,14.201635
Poland,POL,2018,12.760433
Poland,POL,2019,15.5985775
Poland,POL,2020,17.96373
Poland,POL,2021,17.092678
Poland,POL,2022,21.103022
Poland,POL,2023,27.236242
Poland,POL,2024,29.847239
Portugal,PRT,1985,59.476192
Portugal,PRT,1986,44.804718
Portugal,PRT,1987,48.507572
Portugal,PRT,1988,57.29912
Portugal,PRT,1989,25.116282
Portugal,PRT,1990,34.6982
Portugal,PRT,1991,33.10902
Portugal,PRT,1992,18.622795
Portugal,PRT,1993,30.577173
Portugal,PRT,1994,37.371464
Portugal,PRT,1995,28.501976
Portugal,PRT,1996,46.14035
Portugal,PRT,1997,41.988785
Portugal,PRT,1998,36.51613
Portugal,PRT,1999,20.168459
Portugal,PRT,2000,29.784773
Portugal,PRT,2001,34.172817
Portugal,PRT,2002,21.361141
Portugal,PRT,2003,38.154778
Portugal,PRT,2004,27.551477
Portugal,PRT,2005,17.930885
Portugal,PRT,2006,32.47934
Portugal,PRT,2007,34.703487
Portugal,PRT,2008,32.28937
Portugal,PRT,2009,37.039288
Portugal,PRT,2010,53.01047
Portugal,PRT,2011,46.56238
Portugal,PRT,2012,42.627644
Portugal,PRT,2013,58.53029
Portugal,PRT,2014,60.945946
Portugal,PRT,2015,47.63395
Portugal,PRT,2016,54.699406
Portugal,PRT,2017,39.208195
Portugal,PRT,2018,50.402744
Portugal,PRT,2019,53.120155
Portugal,PRT,2020,58.591167
Portugal,PRT,2021,64.07964
Portugal,PRT,2022,59.594215
Portugal,PRT,2023,74.49664
Portugal,PRT,2024,85.18678
Romania,ROU,1985,17.70169
Romania,ROU,1986,14.322055
Romania,ROU,1987,15.131143
Romania,ROU,1988,19.617111
Romania,ROU,1989,18.032722
Romania,ROU,1990,17.744944
Romania,ROU,1991,25.68662
Romania,ROU,1992,21.662655
Romania,ROU,1993,23.067198
Romania,ROU,1994,23.71003
Romania,ROU,1995,28.264185
Romania,ROU,1996,25.823366
Romania,ROU,1997,30.888577
Romania,ROU,1998,35.64823
Romania,ROU,1999,36.23935
Romania,ROU,2000,28.66563
Romania,ROU,2001,27.861813
Romania,ROU,2002,29.492832
Romania,ROU,2003,24.179432
Romania,ROU,2004,29.236763
Romania,ROU,2005,34.080563
Romania,ROU,2006,29.347826
Romania,ROU,2007,26.007147
Romania,ROU,2008,26.54949
Romania,ROU,2009,27.001215
Romania,ROU,2010,33.598145
Romania,ROU,2011,26.407766
Romania,ROU,2012,25.50393
Romania,ROU,2013,34.627945
Romania,ROU,2014,41.774494
Romania,ROU,2015,39.8873
Romania,ROU,2016,41.99626
Romania,ROU,2017,38.22789
Romania,ROU,2018,40.877167
Romania,ROU,2019,41.91627
Romania,ROU,2020,44.57526
Romania,ROU,2021,44.979507
Romania,ROU,2022,43.149433
Romania,ROU,2023,49.79807
Romania,ROU,2024,47.654182
Russia,RUS,1985,16.603529
Russia,RUS,1986,16.410122
Russia,RUS,1987,15.518747
Russia,RUS,1988,15.103107
Russia,RUS,1989,14.837524
Russia,RUS,1990,15.423269
Russia,RUS,1991,15.742817
Russia,RUS,1992,17.121027
Russia,RUS,1993,18.226152
Russia,RUS,1994,20.091812
Russia,RUS,1995,20.501009
Russia,RUS,1996,18.221094
Russia,RUS,1997,18.880848
Russia,RUS,1998,19.168646
Russia,RUS,1999,18.972496
Russia,RUS,2000,18.70215
Russia,RUS,2001,19.523825
Russia,RUS,2002,18.215376
Russia,RUS,2003,17.030636
Russia,RUS,2004,18.900967
Russia,RUS,2005,18.13942
Russia,RUS,2006,17.51905
Russia,RUS,2007,17.427113
Russia,RUS,2008,15.892307
Russia,RUS,2009,17.591381
Russia,RUS,2010,16.090248
Russia,RUS,2011,15.511063
Russia,RUS,2012,15.333826
Russia,RUS,2013,17.150736
Russia,RUS,2014,16.370045
Russia,RUS,2015,15.826893
Russia,RUS,2016,17.019716
Russia,RUS,2017,17.078915
Russia,RUS,2018,17.309929
Russia,RUS,2019,17.548471
Russia,RUS,2020,19.923162
Russia,RUS,2021,19.034286
Russia,RUS,2022,17.57674
Russia,RUS,2023,17.746658
Russia,RUS,2024,18.128984
Serbia,SRB,1990,19.219912
Serbia,SRB,1991,25.40483
Serbia,SRB,1992,26.7269
Serbia,SRB,1993,26.902538
Serbia,SRB,1994,28.942245
Serbia,SRB,1995,30.764448
Serbia,SRB,1996,35.530792
Serbia,SRB,1997,29.838024
Serbia,SRB,1998,29.293215
Serbia,SRB,1999,36.133636
Serbia,SRB,2000,30.735523
Serbia,SRB,2001,30.365368
Serbia,SRB,2002,29.873646
Serbia,SRB,2003,25.5108
Serbia,SRB,2004,28.556065
Serbia,SRB,2005,31.81818
Serbia,SRB,2006,28.854198
Serbia,SRB,2007,26.299694
Serbia,SRB,2008,25.964151
Serbia,SRB,2009,27.950146
Serbia,SRB,2010,31.774454
Serbia,SRB,2011,22.803787
Serbia,SRB,2012,25.697708
Serbia,SRB,2013,26.051493
Serbia,SRB,2014,32.98445
Serbia,SRB,2015,26.89545
Serbia,SRB,2016,28.127426
Serbia,SRB,2017,25.493963
Serbia,SRB,2018,29.724571
Serbia,SRB,2019,28.513294
Serbia,SRB,2020,27.326519
Serbia,SRB,2021,33.502403
Serbia,SRB,2022,28.185991
Serbia,SRB,2023,34.694923
Serbia,SRB,2024,31.250002
Slovakia,SVK,1985,9.406381
Slovakia,SVK,1986,6.930652
Slovakia,SVK,1987,8.1763935
Slovakia,SVK,1988,7.6175184
Slovakia,SVK,1989,8.151226
Slovakia,SVK,1990,7.3754416
Slovakia,SVK,1991,5.812036
Slovakia,SVK,1992,8.347676
Slovakia,SVK,1993,14.428275
Slovakia,SVK,1994,17.11818
Slovakia,SVK,1995,18.463867
Slovakia,SVK,1996,16.614298
Slovakia,SVK,1997,16.214056
Slovakia,SVK,1998,16.595413
Slovakia,SVK,1999,15.9018135
Slovakia,SVK,2000,14.977258
Slovakia,SVK,2001,15.964802
Slovakia,SVK,2002,16.84276
Slovakia,SVK,2003,11.555842
Slovakia,SVK,2004,13.558766
Slovakia,SVK,2005,14.932992
Slovakia,SVK,2006,15.392
Slovakia,SVK,2007,17.701975
Slovakia,SVK,2008,15.923346
Slovakia,SVK,2009,18.974161
Slovakia,SVK,2010,21.667881
Slovakia,SVK,2011,17.68034
Slovakia,SVK,2012,19.32862
Slovakia,SVK,2013,22.31579
Slovakia,SVK,2014,23.000368
Slovakia,SVK,2015,22.727272
Slovakia,SVK,2016,24.738808
Slovakia,SVK,2017,23.851204
Slovakia,SVK,2018,21.792948
Slovakia,SVK,2019,23.573202
Slovakia,SVK,2020,24.026657
Slovakia,SVK,2021,22.794613
Slovakia,SVK,2022,21.929163
Slovakia,SVK,2023,22.722654
Slovakia,SVK,2024,23.968634
Slovenia,SVN,1990,23.713827
Slovenia,SVN,1991,28.335949
Slovenia,SVN,1992,27.714748
Slovenia,SVN,1993,25.439331
Slovenia,SVN,1994,26.377037
Slovenia,SVN,1995,25.1938
Slovenia,SVN,1996,28.122606
Slovenia,SVN,1997,23.444613
Slovenia,SVN,1998,25.145773
Slovenia,SVN,1999,28.431372
Slovenia,SVN,2000,28.655401
Slovenia,SVN,2001,26.726519
Slovenia,SVN,2002,23.356165
Slovenia,SVN,2003,22.270426
Slovenia,SVN,2004,27.570398
Slovenia,SVN,2005,23.626738
Slovenia,SVN,2006,24.487095
Slovenia,SVN,2007,22.473406
Slovenia,SVN,2008,26.264473
Slovenia,SVN,2009,29.89628
Slovenia,SVN,2010,29.212791
Slovenia,SVN,2011,24.37186
Slovenia,SVN,2012,27.84566
Slovenia,SVN,2013,32.341774
Slovenia,SVN,2014,38.483967
Slovenia,SVN,2015,29.391891
Slovenia,SVN,2016,31.176834
Slovenia,SVN,2017,27.663553
Slovenia,SVN,2018,32.38213
Slovenia,SVN,2019,31.718061
Slovenia,SVN,2020,33.0373
Slovenia,SVN,2021,34.89416
Slovenia,SVN,2022,30.464073
Slovenia,SVN,2023,40.51447
Slovenia,SVN,2024,42.0
Spain,ESP,1985,25.20347
Spain,ESP,1986,21.030579
Spain,ESP,1987,21.065016
Spain,ESP,1988,25.885878
Spain,ESP,1989,13.563719
Spain,ESP,1990,17.220163
Spain,ESP,1991,17.975567
Spain,ESP,1992,12.5119705
Spain,ESP,1993,16.200361
Spain,ESP,1994,18.140957
Spain,ESP,1995,14.76949
Spain,ESP,1996,23.815022
Spain,ESP,1997,19.547401
Spain,ESP,1998,19.075443
Spain,ESP,1999,13.232504
Spain,ESP,2000,15.611987
Spain,ESP,2001,21.152443
Spain,ESP,2002,13.826017
Spain,ESP,2003,21.667315
Spain,ESP,2004,18.12299
Spain,ESP,2005,14.603055
Spain,ESP,2006,17.642681
Spain,ESP,2007,19.31359
Spain,ESP,2008,20.061977
Spain,ESP,2009,25.481564
Spain,ESP,2010,32.83076
Spain,ESP,2011,30.023323
Spain,ESP,2012,29.586664
Spain,ESP,2013,39.582893
Spain,ESP,2014,40.17636
Spain,ESP,2015,35.025436
Spain,ESP,2016,38.65164
Spain,ESP,2017,32.282104
Spain,ESP,2018,38.271927
Spain,ESP,2019,37.331806
Spain,ESP,2020,43.854782
Spain,ESP,2021,46.44506
Spain,ESP,2022,42.803413
Spain,ESP,2023,51.64022
Spain,ESP,2024,57.2096
Sweden,SWE,1985,53.081524
Sweden,SWE,1986,45.379406
Sweden,SWE,1987,50.363987
Sweden,SWE,1988,49.188953
Sweden,SWE,1989,51.676205
Sweden,SWE,1990,51.000137
Sweden,SWE,1991,44.30156
Sweden,SWE,1992,52.333317
Sweden,SWE,1993,52.918907
Sweden,SWE,1994,43.027332
Sweden,SWE,1995,47.578907
Sweden,SWE,1996,38.404095
Sweden,SWE,1997,48.274242
Sweden,SWE,1998,49.18446
Sweden,SWE,1999,48.275642
Sweden,SWE,2000,57.247128
Sweden,SWE,2001,51.559402
Sweden,SWE,2002,48.500343
Sweden,SWE,2003,43.378387
Sweden,SWE,2004,44.985485
Sweden,SWE,2005,51.288204
Sweden,SWE,2006,49.595196
Sweden,SWE,2007,52.029293
Sweden,SWE,2008,54.309544
Sweden,SWE,2009,58.426056
Sweden,SWE,2010,55.29808
Sweden,SWE,2011,55.955547
Sweden,SWE,2012,59.066326
Sweden,SWE,2013,54.03516
Sweden,SWE,2014,55.841366
Sweden,SWE,2015,63.271606
Sweden,SWE,2016,57.17493
Sweden,SWE,2017,57.882236
Sweden,SWE,2018,55.797012
Sweden,SWE,2019,58.745995
Sweden,SWE,2020,68.4699
Sweden,SWE,2021,67.3827
Sweden,SWE,2022,68.3213
Sweden,SWE,2023,69.47849
Sweden,SWE,2024,69.454254
Switzerland,CHE,1985,57.540203
Switzerland,CHE,1986,58.11356
Switzerland,CHE,1987,58.904114
Switzerland,CHE,1988,59.977894
Switzerland,CHE,1989,55.490753
Switzerland,CHE,1990,53.9795
Switzerland,CHE,1991,56.006077
Switzerland,CHE,1992,55.767498
Switzerland,CHE,1993,58.93239
Switzerland,CHE,1994,59.91988
Switzerland,CHE,1995,56.87249
Switzerland,CHE,1996,51.231163
Switzerland,CHE,1997,55.186493
Switzerland,CHE,1998,53.99988
Switzerland,CHE,1999,59.41687
Switzerland,CHE,2000,56.987293
Switzerland,CHE,2001,59.39479
Switzerland,CHE,2002,55.190334
Switzerland,CHE,2003,54.667896
Switzerland,CHE,2004,54.423046
Switzerland,CHE,2005,55.865055
Switzerland,CHE,2006,51.71415
Switzerland,CHE,2007,54.914948
Switzerland,CHE,2008,55.683178
Switzerland,CHE,2009,55.54222
Switzerland,CHE,2010,56.729748
Switzerland,CHE,2011,54.103054
Switzerland,CHE,2012,59.489212
Switzerland,CHE,2013,59.20803
Switzerland,CHE,2014,58.033672
Switzerland,CHE,2015,62.23702
Switzerland,CHE,2016,61.882164
Switzerland,CHE,2017,62.776386
Switzerland,CHE,2018,58.651382
Switzerland,CHE,2019,59.869633
Switzerland,CHE,2020,62.19886
Switzerland,CHE,2021,66.58741
Switzerland,CHE,2022,58.302288
Switzerland,CHE,2023,62.704624
Switzerland,CHE,2024,67.21311
Turkey,TUR,1985,35.21709
Turkey,TUR,1986,30.019547
Turkey,TUR,1987,42.10705
Turkey,TUR,1988,60.392765
Turkey,TUR,1989,34.590878
Turkey,TUR,1990,40.371914
Turkey,TUR,1991,37.848602
Turkey,TUR,1992,39.628807
Turkey,TUR,1993,46.186157
Turkey,TUR,1994,39.21869
Turkey,TUR,1995,41.570038
Turkey,TUR,1996,42.941486
Turkey,TUR,1997,38.906097
Turkey,TUR,1998,38.335438
Turkey,TUR,1999,29.981106
Turkey,TUR,2000,25.05226
Turkey,TUR,2001,19.91165
Turkey,TUR,2002,26.436243
Turkey,TUR,2003,25.483734
Turkey,TUR,2004,30.924875
Turkey,TUR,2005,24.58702
Turkey,TUR,2006,25.259575
Turkey,TUR,2007,19.037176
Turkey,TUR,2008,17.351414
Turkey,TUR,2009,19.583185
Turkey,TUR,2010,26.385077
Turkey,TUR,2011,25.323685
Turkey,TUR,2012,27.228693
Turkey,TUR,2013,28.823652
Turkey,TUR,2014,20.885096
Turkey,TUR,2015,31.955536
Turkey,TUR,2016,32.8863
Turkey,TUR,2017,29.345083
Turkey,TUR,2018,32.257206
Turkey,TUR,2019,43.79706
Turkey,TUR,2020,42.16225
Turkey,TUR,2021,35.400146
Turkey,TUR,2022,41.911034
Turkey,TUR,2023,42.008816
Turkey,TUR,2024,45.61573
Ukraine,UKR,1985,3.9384654
Ukraine,UKR,1986,3.9072874
Ukraine,UKR,1987,3.4083545
Ukraine,UKR,1988,4.0149326
Ukraine,UKR,1989,3.430161
Ukraine,UKR,1990,3.4949455
Ukraine,UKR,1991,4.1821427
Ukraine,UKR,1992,3.1030953
Ukraine,UKR,1993,4.7717843
Ukraine,UKR,1994,5.935939
Ukraine,UKR,1995,5.090555
Ukraine,UKR,1996,4.684616
Ukraine,UKR,1997,5.504075
Ukraine,UKR,1998,9.080944
Ukraine,UKR,1999,8.297601
Ukraine,UKR,2000,6.5642457
Ukraine,UKR,2001,6.9532604
Ukraine,UKR,2002,5.5450206
Ukraine,UKR,2003,5.133459
Ukraine,UKR,2004,6.4569173
Ukraine,UKR,2005,6.652717
Ukraine,UKR,2006,6.6783743
Ukraine,UKR,2007,5.335032
Ukraine,UKR,2008,6.1377087
Ukraine,UKR,2009,6.9811645
Ukraine,UKR,2010,7.0914097
Ukraine,UKR,2011,5.739933
Ukraine,UKR,2012,5.6466208
Ukraine,UKR,2013,7.7738333
Ukraine,UKR,2014,5.5628486
Ukraine,UKR,2015,4.3377323
Ukraine,UKR,2016,5.626443
Ukraine,UKR,2017,6.959754
Ukraine,UKR,2018,8.150882
Ukraine,UKR,2019,7.7007914
Ukraine,UKR,2020,11.468977
Ukraine,UKR,2021,13.894249
Ukraine,UKR,2022,16.527678
Ukraine,UKR,2023,19.733025
Ukraine,UKR,2024,22.82436
United Kingdom,GBR,1985,1.3268555
United Kingdom,GBR,1986,1.5841147
United Kingdom,GBR,1987,1.3858436
United Kingdom,GBR,1988,1.5819995
United Kingdom,GBR,1989,1.5186039
United Kingdom,GBR,1990,1.792025
United Kingdom,GBR,1991,1.6228938
United Kingdom,GBR,1992,1.9654871
United Kingdom,GBR,1993,1.7702949
United Kingdom,GBR,1994,2.1374326
United Kingdom,GBR,1995,1.9797283
United Kingdom,GBR,1996,1.6216832
United Kingdom,GBR,1997,2.047509
United Kingdom,GBR,1998,2.3848252
United Kingdom,GBR,1999,2.6130652
United Kingdom,GBR,2000,2.628229
United Kingdom,GBR,2001,2.4794033
United Kingdom,GBR,2002,2.8716042
United Kingdom,GBR,2003,2.684513
United Kingdom,GBR,2004,3.5895612
United Kingdom,GBR,2005,4.2500315
United Kingdom,GBR,2006,4.5560956
United Kingdom,GBR,2007,4.959553
United Kingdom,GBR,2008,5.640683
United Kingdom,GBR,2009,6.699225
United Kingdom,GBR,2010,6.852327
United Kingdom,GBR,2011,9.565997
United Kingdom,GBR,2012,11.333718
United Kingdom,GBR,2013,14.851513
United Kingdom,GBR,2014,19.081284
United Kingdom,GBR,2015,24.599405
United Kingdom,GBR,2016,24.473732
United Kingdom,GBR,2017,29.238365
United Kingdom,GBR,2018,33.003716
United Kingdom,GBR,2019,36.605423
United Kingdom,GBR,2020,42.718327
United Kingdom,GBR,2021,39.607994
United Kingdom,GBR,2022,41.97772
United Kingdom,GBR,2023,47.327923
United Kingdom,GBR,2024,51.476917
